Indicator,PUBLISH STATES,Year,WHO region,Country,Age Group,Sex,Display Value,Numeric,Low,High,Comments
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Americas,Saint Kitts and Nevis,18+  years,Male,28 [26.6-29.3],28,26.6,29.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Americas,Saint Lucia,18+  years,Male,28.1 [27.3-29],28.1,27.3,29,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Americas,Grenada,18+  years,Female,28.1 [27.1-29.1],28.1,27.1,29.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Eastern Mediterranean,Syrian Arab Republic,18+  years,Both sexes,28.1 [27.2-29],28.1,27.2,29,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Americas,Barbados,18+  years,Both sexes,28.2 [27-29.2],28.2,27,29.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Americas,Mexico,18+  years,Female,28.3 [27.9-28.7],28.3,27.9,28.7,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Americas,Saint Kitts and Nevis,18+  years,Male,28.4 [26.9-30],28.4,26.9,30,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Americas,Dominica,18+  years,Female,28.5 [27.4-29.5],28.5,27.4,29.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Eastern Mediterranean,United Arab Emirates,18+  years,Male,28.6 [27.3-30],28.6,27.3,30,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Eastern Mediterranean,Bahrain,18+  years,Female,28.6 [27.1-30.3],28.6,27.1,30.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Americas,Grenada,18+  years,Female,28.7 [27.6-29.8],28.7,27.6,29.8,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Americas,Mexico,18+  years,Female,28.7 [28.1-29.3],28.7,28.1,29.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Eastern Mediterranean,Saudi Arabia,18+  years,Female,28.7 [27.6-29.9],28.7,27.6,29.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Eastern Mediterranean,Jordan,18+  years,Both sexes,28.9 [28.4-29.5],28.9,28.4,29.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Eastern Mediterranean,Qatar,18+  years,Male,29 [28.2-29.7],29,28.2,29.7,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Eastern Mediterranean,Syrian Arab Republic,18+  years,Female,29 [27.6-30.4],29,27.6,30.4,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Americas,Bahamas,18+  years,Female,29.2 [26.3-32.2],29.2,26.3,32.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Western Pacific,Tuvalu,18+  years,Both sexes,29.3 [27.4-31.1],29.3,27.4,31.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Western Pacific,Palau,18+  years,Female,29.5 [28.4-30.5],29.5,28.4,30.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Eastern Mediterranean,Qatar,18+  years,Female,29.6 [28.9-30.3],29.6,28.9,30.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Americas,Bahamas,18+  years,Female,29.6 [26.6-32.7],29.6,26.6,32.7,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Eastern Mediterranean,United Arab Emirates,18+  years,Female,29.7 [28.3-31.3],29.7,28.3,31.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Americas,Belize,18+  years,Female,29.8 [28.6-30.9],29.8,28.6,30.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Western Pacific,Kiribati,18+  years,Female,30.5 [29.1-31.8],30.5,29.1,31.8,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Western Pacific,Samoa,18+  years,Both sexes,31.7 [31.1-32.3],31.7,31.1,32.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Western Pacific,Nauru,18+  years,Female,32.8 [31.6-34.1],32.8,31.6,34.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Monaco,18+  years,Female,No data,,,,Estimate could not be calculated due to lack of covariate data.
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,San Marino,18+  years,Both sexes,No data,,,,Estimate could not be calculated due to lack of covariate data.
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Burundi,18+  years,Male,20.4 [18-22.7],20.4,18,22.7,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,Burundi,18+  years,Male,20.4 [17.9-22.9],20.4,17.9,22.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Burundi,18+  years,Both sexes,20.7 [19.5-21.9],20.7,19.5,21.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,Madagascar,18+  years,Male,20.9 [19.5-22.4],20.9,19.5,22.4,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,Burundi,18+  years,Both sexes,20.9 [19.6-22.2],20.9,19.6,22.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,Eritrea,18+  years,Female,21 [20.1-21.9],21,20.1,21.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Eastern Mediterranean,Afghanistan,18+  years,Male,21.1 [18.8-23.5],21.1,18.8,23.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Eastern Mediterranean,Somalia,18+  years,Male,21.2 [18.9-23.6],21.2,18.9,23.6,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Western Pacific,Viet Nam,18+  years,Female,21.2 [20.6-21.8],21.2,20.6,21.8,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,Niger,18+  years,Male,21.3 [20.2-22.3],21.3,20.2,22.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,South-East Asia,India,18+  years,Male,21.5 [21.1-21.9],21.5,21.1,21.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Eastern Mediterranean,Afghanistan,18+  years,Male,21.5 [19-23.9],21.5,19,23.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Western Pacific,Cambodia,18+  years,Female,21.6 [21-22.2],21.6,21,22.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,South-East Asia,India,18+  years,Female,21.7 [21.3-22.1],21.7,21.3,22.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,South-East Asia,Nepal,18+  years,Both sexes,21.7 [21.3-22.2],21.7,21.3,22.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,Democratic Republic of the Congo,18+  years,Male,21.8 [20.3-23.4],21.8,20.3,23.4,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,Zimbabwe,18+  years,Male,21.8 [21-22.6],21.8,21,22.6,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Niger,18+  years,Female,21.9 [21.3-22.5],21.9,21.3,22.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Eastern Mediterranean,Somalia,18+  years,Both sexes,21.9 [19.8-23.9],21.9,19.8,23.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Guinea,18+  years,Male,22 [20.7-23.2],22,20.7,23.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Guinea-Bissau,18+  years,Male,22 [19.9-24.3],22,19.9,24.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Chad,18+  years,Both sexes,22 [21.2-22.8],22,21.2,22.8,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,Sierra Leone,18+  years,Male,22 [21.3-22.6],22,21.3,22.6,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Western Pacific,Lao People's Democratic Republic,18+  years,Both sexes,22.1 [21.6-22.6],22.1,21.6,22.6,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Mozambique,18+  years,Both sexes,22.1 [21.5-22.7],22.1,21.5,22.7,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,Burkina Faso,18+  years,Male,22.1 [21.3-22.9],22.1,21.3,22.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Togo,18+  years,Male,22.2 [21.4-23.1],22.2,21.4,23.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Western Pacific,Lao People's Democratic Republic,18+  years,Female,22.3 [21.7-23],22.3,21.7,23,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Rwanda,18+  years,Female,22.3 [21.7-22.9],22.3,21.7,22.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Eastern Mediterranean,Somalia,18+  years,Female,22.3 [19.3-25.2],22.3,19.3,25.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Benin,18+  years,Male,22.4 [21.6-23.2],22.4,21.6,23.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Lesotho,18+  years,Male,22.4 [21.8-23],22.4,21.8,23,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Mali,18+  years,Both sexes,22.4 [21.8-23.1],22.4,21.8,23.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Gambia,18+  years,Male,22.5 [21.8-23.2],22.5,21.8,23.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,South-East Asia,Sri Lanka,18+  years,Both sexes,22.5 [22-23.1],22.5,22,23.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,Chad,18+  years,Female,22.5 [21.3-23.7],22.5,21.3,23.7,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Mali,18+  years,Female,22.6 [21.9-23.3],22.6,21.9,23.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Western Pacific,Japan,18+  years,Both sexes,22.6 [22.4-22.9],22.6,22.4,22.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,Benin,18+  years,Male,22.6 [21.6-23.6],22.6,21.6,23.6,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,Zambia,18+  years,Both sexes,22.6 [21.8-23.5],22.6,21.8,23.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Mozambique,18+  years,Female,22.7 [22-23.4],22.7,22,23.4,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Central African Republic,18+  years,Female,22.8 [21.5-24],22.8,21.5,24,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Guinea-Bissau,18+  years,Both sexes,22.8 [21.7-24],22.8,21.7,24,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Western Pacific,Philippines,18+  years,Both sexes,22.9 [22.3-23.4],22.9,22.3,23.4,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Eastern Mediterranean,Pakistan,18+  years,Male,23 [22.2-23.8],23,22.2,23.8,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Guinea,18+  years,Female,23 [22.3-23.7],23,22.3,23.7,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,Gambia,18+  years,Male,23 [22-23.9],23,22,23.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,Mozambique,18+  years,Female,23 [22.1-23.9],23,22.1,23.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Liberia,18+  years,Male,23.1 [22.4-23.7],23.1,22.4,23.7,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Western Pacific,Philippines,18+  years,Female,23.1 [22.3-23.9],23.1,22.3,23.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Western Pacific,Singapore,18+  years,Female,23.1 [22.6-23.6],23.1,22.6,23.6,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,Cote d'Ivoire,18+  years,Male,23.2 [22.1-24.2],23.2,22.1,24.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Western Pacific,Philippines,18+  years,Both sexes,23.2 [22.4-23.9],23.2,22.4,23.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Guinea-Bissau,18+  years,Female,23.5 [22.5-24.5],23.5,22.5,24.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Gambia,18+  years,Both sexes,23.5 [23-24.1],23.5,23,24.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Sao Tome and Principe,18+  years,Male,23.6 [23-24.3],23.6,23,24.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,South-East Asia,Thailand,18+  years,Male,23.6 [22.7-24.4],23.6,22.7,24.4,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Eastern Mediterranean,Pakistan,18+  years,Both sexes,23.8 [23.1-24.5],23.8,23.1,24.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Namibia,18+  years,Both sexes,23.9 [23.3-24.6],23.9,23.3,24.6,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Western Pacific,Republic of Korea,18+  years,Both sexes,23.9 [23.4-24.3],23.9,23.4,24.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,Gambia,18+  years,Both sexes,24 [23.3-24.7],24,23.3,24.7,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,Ghana,18+  years,Both sexes,24.2 [23.6-24.9],24.2,23.6,24.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Western Pacific,Singapore,18+  years,Male,24.3 [23.7-24.9],24.3,23.7,24.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Europe,Austria,18+  years,Female,24.4 [22-26.7],24.4,22,26.7,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,Cameroon,18+  years,Both sexes,24.4 [23.7-25.3],24.4,23.7,25.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Americas,Dominica,18+  years,Male,24.6 [23.6-25.5],24.6,23.6,25.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,Gabon,18+  years,Male,24.6 [23-26.1],24.6,23,26.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Europe,France,18+  years,Female,24.6 [23.5-25.7],24.6,23.5,25.7,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Eastern Mediterranean,Sudan,18+  years,Both sexes,24.9 [24.2-25.6],24.9,24.2,25.6,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Tajikistan,18+  years,Both sexes,24.9 [23.7-26.2],24.9,23.7,26.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,South Africa,18+  years,Male,25 [24.6-25.4],25,24.6,25.4,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Cabo Verde,18+  years,Female,25 [24-26.1],25,24,26.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,Zimbabwe,18+  years,Female,25 [24.1-25.9],25,24.1,25.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Algeria,18+  years,Male,25.1 [23.7-26.6],25.1,23.7,26.6,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Norway,18+  years,Female,25.1 [24.2-26.1],25.1,24.2,26.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Equatorial Guinea,18+  years,Both sexes,25.1 [23.1-27.1],25.1,23.1,27.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Africa,Seychelles,18+  years,Male,25.2 [24.6-25.8],25.2,24.6,25.8,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Eastern Mediterranean,Morocco,18+  years,Both sexes,25.2 [24.6-25.9],25.2,24.6,25.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Romania,18+  years,Both sexes,25.2 [24.3-26.1],25.2,24.3,26.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,South Sudan,18+  years,Both sexes,25.2 [24.4-26.1],25.2,24.4,26.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Western Pacific,Malaysia,18+  years,Female,25.3 [24.8-25.8],25.3,24.8,25.8,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Europe,Bulgaria,18+  years,Female,25.3 [23.9-26.7],25.3,23.9,26.7,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Western Pacific,Papua New Guinea,18+  years,Both sexes,25.3 [24.5-26.1],25.3,24.5,26.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Europe,Romania,18+  years,Both sexes,25.3 [24.2-26.5],25.3,24.2,26.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Western Pacific,Mongolia,18+  years,Both sexes,25.4 [25-25.8],25.4,25,25.8,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Europe,Austria,18+  years,Both sexes,25.4 [23.9-26.9],25.4,23.9,26.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Europe,Tajikistan,18+  years,Both sexes,25.4 [24.1-26.6],25.4,24.1,26.6,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Armenia,18+  years,Male,25.5 [24.5-26.6],25.5,24.5,26.6,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Western Pacific,Vanuatu,18+  years,Male,25.5 [24.8-26.1],25.5,24.8,26.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Germany,18+  years,Female,25.5 [24.9-26.2],25.5,24.9,26.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Montenegro,18+  years,Female,25.5 [22.5-28.4],25.5,22.5,28.4,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Eastern Mediterranean,Yemen,18+  years,Both sexes,25.5 [23.6-27.4],25.5,23.6,27.4,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Albania,18+  years,Female,25.6 [24.7-26.4],25.6,24.7,26.4,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Eastern Mediterranean,Morocco,18+  years,Female,25.6 [24.8-26.4],25.6,24.8,26.4,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Western Pacific,Malaysia,18+  years,Female,25.6 [24.9-26.4],25.6,24.9,26.4,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,Namibia,18+  years,Female,25.6 [24.5-26.7],25.6,24.5,26.7,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Western Pacific,Papua New Guinea,18+  years,Female,25.6 [24.4-26.9],25.6,24.4,26.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Americas,Nicaragua,18+  years,Male,25.7 [24.3-27.2],25.7,24.3,27.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Bosnia and Herzegovina,18+  years,Female,25.7 [24.5-26.9],25.7,24.5,26.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Serbia,18+  years,Both sexes,25.7 [25.2-26.2],25.7,25.2,26.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Turkmenistan,18+  years,Female,25.8 [25.1-26.6],25.8,25.1,26.6,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Turkmenistan,18+  years,Both sexes,25.8 [25.2-26.4],25.8,25.2,26.4,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Denmark,18+  years,Male,25.9 [25.2-26.5],25.9,25.2,26.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Iceland,18+  years,Both sexes,25.9 [24.8-26.9],25.9,24.8,26.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Ukraine,18+  years,Both sexes,25.9 [24.5-27.2],25.9,24.5,27.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Europe,Armenia,18+  years,Male,25.9 [24.7-27.3],25.9,24.7,27.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Americas,Brazil,18+  years,Both sexes,25.9 [25.4-26.5],25.9,25.4,26.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Europe,Finland,18+  years,Both sexes,25.9 [25.5-26.3],25.9,25.5,26.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Europe,Iceland,18+  years,Both sexes,25.9 [24.7-27.1],25.9,24.7,27.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Lithuania,18+  years,Female,26 [24.7-27.2],26,24.7,27.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Europe,Denmark,18+  years,Male,26 [25.1-26.9],26,25.1,26.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Americas,Dominican Republic,18+  years,Male,26 [24.6-27.5],26,24.6,27.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Americas,Nicaragua,18+  years,Male,26 [24.3-27.7],26,24.3,27.7,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Western Pacific,Mongolia,18+  years,Both sexes,26 [25.4-26.4],26,25.4,26.4,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Ukraine,18+  years,Male,26.1 [23.7-28.5],26.1,23.7,28.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Europe,Albania,18+  years,Both sexes,26.1 [25.4-26.9],26.1,25.4,26.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Eastern Mediterranean,Yemen,18+  years,Female,26.2 [23.2-29.3],26.2,23.2,29.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Americas,Cuba,18+  years,Both sexes,26.2 [25.1-27.1],26.2,25.1,27.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Eastern Mediterranean,Iran (Islamic Republic of),18+  years,Both sexes,26.2 [25.8-26.7],26.2,25.8,26.7,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Eastern Mediterranean,Oman,18+  years,Male,26.3 [25.3-27.3],26.3,25.3,27.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Europe,Israel,18+  years,Male,26.3 [25.2-27.3],26.3,25.2,27.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Europe,Republic of Moldova,18+  years,Male,26.3 [25.5-27.2],26.3,25.5,27.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Europe,Israel,18+  years,Both sexes,26.3 [25.5-27.1],26.3,25.5,27.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Americas,Peru,18+  years,Both sexes,26.3 [25.8-26.9],26.3,25.8,26.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Americas,Costa Rica,18+  years,Male,26.4 [25.7-27.1],26.4,25.7,27.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Switzerland,18+  years,Male,26.4 [25.8-27.1],26.4,25.8,27.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Americas,Honduras,18+  years,Both sexes,26.4 [25.5-27.3],26.4,25.5,27.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Americas,Dominica,18+  years,Both sexes,26.5 [25.8-27.3],26.5,25.8,27.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Europe,Austria,18+  years,Male,26.5 [24.6-28.3],26.5,24.6,28.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Eastern Mediterranean,Yemen,18+  years,Female,26.5 [23.4-29.7],26.5,23.4,29.7,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Norway,18+  years,Male,26.6 [25.8-27.5],26.6,25.8,27.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Western Pacific,Vanuatu,18+  years,Female,26.6 [25.9-27.3],26.6,25.9,27.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Americas,Ecuador,18+  years,Both sexes,26.6 [26.1-27.1],26.6,26.1,27.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Americas,Panama,18+  years,Both sexes,26.6 [25.8-27.4],26.6,25.8,27.4,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Europe,Lithuania,18+  years,Both sexes,26.6 [25.5-27.7],26.6,25.5,27.7,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Georgia,18+  years,Male,26.7 [25.8-27.5],26.7,25.8,27.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Americas,Costa Rica,18+  years,Female,26.7 [25.9-27.5],26.7,25.9,27.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Americas,Guatemala,18+  years,Female,26.7 [26-27.4],26.7,26,27.4,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Europe,Sweden,18+  years,Male,26.7 [25.5-27.7],26.7,25.5,27.7,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Europe,Switzerland,18+  years,Male,26.7 [25.9-27.5],26.7,25.9,27.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Americas,Uruguay,18+  years,Male,26.7 [25.5-28],26.7,25.5,28,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Europe,Republic of Moldova,18+  years,Both sexes,26.7 [26.1-27.3],26.7,26.1,27.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Americas,Barbados,18+  years,Male,26.8 [25.4-28.2],26.8,25.4,28.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Georgia,18+  years,Female,26.8 [26-27.8],26.8,26,27.8,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Eastern Mediterranean,Iran (Islamic Republic of),18+  years,Female,26.8 [26.4-27.2],26.8,26.4,27.2,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Georgia,18+  years,Both sexes,26.8 [26.2-27.3],26.8,26.2,27.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Americas,Saint Vincent and the Grenadines,18+  years,Both sexes,26.8 [24.9-28.7],26.8,24.9,28.7,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Americas,Suriname,18+  years,Both sexes,26.8 [25-28.7],26.8,25,28.7,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Americas,Canada,18+  years,Female,26.8 [25.9-27.6],26.8,25.9,27.6,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Americas,Honduras,18+  years,Female,26.9 [26.2-27.5],26.9,26.2,27.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Americas,Peru,18+  years,Female,26.9 [26.4-27.5],26.9,26.4,27.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Americas,Canada,18+  years,Both sexes,27 [26.6-27.3],27,26.6,27.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Americas,El Salvador,18+  years,Both sexes,27 [26.2-27.9],27,26.2,27.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Kazakhstan,18+  years,Both sexes,27 [25.9-28.1],27,25.9,28.1,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Africa,Algeria,18+  years,Female,27 [25.1-28.9],27,25.1,28.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Americas,Dominica,18+  years,Both sexes,27 [26.2-27.9],27,26.2,27.9,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,United Kingdom of Great Britain and Northern Ireland,18+  years,Male,27.2 [27-27.5],27.2,27,27.5,
Mean BMI (kg/m2) (age-standardized estimate),Published,2010,Europe,Greece,18+  years,Female,27.2 [26-28.3],27.2,26,28.3,
Mean BMI (kg/m2) (age-standardized estimate),Published,2014,Eastern Mediterranean,Iran (Islamic Republic of),18+  years,Female,27.2 [26.5-27.9],27.2,26.5,27.9,
